images,labels
data/butterfly/butterfly_s_000382.png,14
data/orange/valencia_orange_s_000498.png,53
data/plate/dessert_plate_s_000269.png,61
data/bear/bear_s_002094.png,3
data/chair/lounge_chair_s_001647.png,20
data/road/access_road_s_000152.png,68
data/table/table_s_002678.png,84
data/couch/sofa_s_000338.png,25
data/dinosaur/pachycephalosaurus_s_001330.png,29
data/mouse/field_mouse_s_001609.png,50
data/mushroom/mushroom_s_001576.png,51
data/bus/minibus_s_000279.png,13
data/trout/rainbow_trout_s_001002.png,91
data/aquarium_fish/cichlid_s_000038.png,1
data/hamster/syrian_hamster_s_000392.png,36
data/mouse/field_mouse_s_000006.png,50
data/road/private_road_s_000769.png,68
data/ray/eagle_ray_s_000126.png,67
data/possum/opossum_s_002409.png,64
data/oak_tree/oak_tree_s_000953.png,52
data/bee/bee_s_000133.png,6
data/lion/panthera_leo_s_001157.png,43
data/bed/bed_s_001126.png,5
data/skunk/striped_skunk_s_001752.png,75
data/streetcar/tram_s_000424.png,81
data/poppy/poppy_s_000334.png,62
data/bicycle/bicycle_s_000986.png,8
data/sweet_pepper/bell_pepper_s_001191.png,83
data/tractor/bulldozer_s_000470.png,89
data/palm_tree/palm_tree_s_001781.png,56
data/rabbit/rabbit_s_001972.png,65
data/trout/sea_trout_s_000312.png,91
data/lion/lion_s_000087.png,43
data/snake/worm_snake_s_000101.png,78
data/dinosaur/edmontonia_s_000040.png,29
data/cockroach/oriental_cockroach_s_000629.png,24
data/lion/lion_s_000037.png,43
data/pine_tree/pine_tree_s_002506.png,59
data/tractor/tractor_s_001549.png,89
data/mountain/mount_s_001424.png,49
data/tank/armoured_combat_vehicle_s_000623.png,85
data/tank/armored_combat_vehicle_s_000187.png,85
data/lion/lion_s_003143.png,43
data/bed/camp_bed_s_000044.png,5
data/snake/colubrid_s_000874.png,78
data/beaver/castor_canadensis_s_000423.png,4
data/woman/white_woman_s_000839.png,98
data/trout/sea_trout_s_000233.png,91
data/skunk/skunk_s_000185.png,75
data/cup/goblet_s_000947.png,28
data/poppy/poppy_s_000943.png,62
data/table/table_s_002868.png,84
data/table/breakfast_table_s_000844.png,84
data/plain/plain_s_001189.png,60
data/wolf/wolf_pup_s_000023.png,97
data/kangaroo/kangaroo_s_002379.png,38
data/cattle/cattle_s_000464.png,19
data/bottle/beer_bottle_s_000423.png,9
data/wardrobe/wardrobe_s_001605.png,94
data/palm_tree/palm_tree_s_002205.png,56
data/otter/river_otter_s_000078.png,55
data/lobster/american_lobster_s_000044.png,45
data/tulip/tulip_s_000593.png,92
data/kangaroo/kangaroo_s_002102.png,38
data/flatfish/flounder_s_001921.png,32
data/tulip/lady_tulip_s_000709.png,92
data/dolphin/dolphin_s_002300.png,30
data/plain/field_s_000567.png,60
data/rabbit/lapin_s_002196.png,65
data/cattle/cattle_s_000500.png,19
data/table/table_s_002891.png,84
data/bus/minibus_s_002278.png,13
data/cloud/cirrocumulus_s_000265.png,23
data/pickup_truck/pickup_truck_s_001232.png,58
data/chair/armchair_s_000870.png,20
data/fox/fox_s_002115.png,34
data/wolf/timber_wolf_s_001056.png,97
data/tank/armored_combat_vehicle_s_000423.png,85
data/skyscraper/world_trade_center_s_000128.png,76
data/mushroom/mushroom_s_000462.png,51
data/sea/sea_s_002158.png,71
data/girl/little_girl_s_000420.png,35
data/camel/camelus_dromedarius_s_000002.png,15
data/bee/apis_mellifera_s_001161.png,6
data/bridge/lift_bridge_s_000399.png,12
data/spider/spider_s_000440.png,79
data/orange/navel_orange_s_001454.png,53
data/whale/bowhead_s_001348.png,95
data/boy/male_child_s_000489.png,11
data/rabbit/rabbit_s_002371.png,65
data/worm/worm_s_000508.png,99
data/castle/castle_s_002112.png,17
data/tulip/tulip_s_002200.png,92
data/skyscraper/skyscraper_s_002222.png,76
data/pine_tree/pinon_s_000048.png,59
data/mountain/volcano_s_000357.png,49
data/bridge/lift_bridge_s_000114.png,12
data/woman/black_woman_s_000417.png,98
data/lamp/lamp_s_001129.png,40
data/maple_tree/maple_s_000044.png,47
data/cup/goblet_s_000363.png,28
data/couch/couch_s_001768.png,25
data/butterfly/mourning_cloak_s_000182.png,14
data/skunk/spotted_skunk_s_000023.png,75
data/dolphin/common_dolphin_s_000417.png,30
data/oak_tree/oak_tree_s_001117.png,52
data/table/table_s_000385.png,84
data/can/beer_can_s_000226.png,16
data/sunflower/sunflower_s_001359.png,82
data/mushroom/mushroom_s_000862.png,51
data/pear/bartlett_pear_s_000157.png,57
data/wolf/gray_wolf_s_000705.png,97
data/tulip/tulip_s_001890.png,92
data/telephone/telephone_set_s_000652.png,86
data/skyscraper/skyscraper_s_000674.png,76
data/snail/snail_s_002082.png,77
data/palm_tree/palm_tree_s_000667.png,56
data/plain/salt_flat_s_000051.png,60
data/skunk/skunk_s_001222.png,75
data/hamster/syrian_hamster_s_000352.png,36
data/sweet_pepper/sweet_pepper_s_001479.png,83
data/wardrobe/wardrobe_s_000413.png,94
data/tiger/tiger_s_000025.png,88
data/maple_tree/sugar_maple_s_000025.png,47
data/dinosaur/ankylosaurus_s_000430.png,29
data/whale/rorqual_s_001473.png,95
data/television/surveillance_system_s_001383.png,87
data/snail/garden_snail_s_000010.png,77
data/tractor/tractor_s_001403.png,89
data/maple_tree/silver_maple_s_000916.png,47
data/chair/armchair_s_001247.png,20
data/orchid/orchid_s_001112.png,54
data/bus/school_bus_s_000171.png,13
data/snail/brown_snail_s_000253.png,77
data/mushroom/mushroom_s_001106.png,51
data/rose/rose_s_001586.png,70
data/tiger/panthera_tigris_s_000368.png,88
data/fox/red_fox_s_000209.png,34
data/rose/rose_s_000233.png,70
data/beetle/tiger_beetle_s_000075.png,7
data/tiger/tiger_s_000383.png,88
data/television/television_s_002209.png,87
data/oak_tree/quercus_robur_s_001308.png,52
data/crab/dungeness_crab_s_000529.png,26
data/road/access_road_s_000178.png,68
data/sweet_pepper/bell_pepper_s_001378.png,83
data/caterpillar/caterpillar_s_002250.png,18
data/crocodile/crocodylus_niloticus_s_000230.png,27
data/shark/longfin_mako_s_000096.png,73
data/porcupine/porcupine_s_000925.png,63
data/rocket/ballistic_missile_s_000138.png,69
data/apple/northern_spy_s_000750.png,0
data/table/table_s_002754.png,84
data/raccoon/raccoon_s_002137.png,66
data/shark/shark_s_001893.png,73
data/wardrobe/wardrobe_s_000409.png,94
data/tractor/bulldozer_s_001598.png,89
data/chimpanzee/chimpanzee_s_000508.png,21
data/table/table_s_002999.png,84
data/house/house_s_001209.png,37
data/tulip/lady_tulip_s_000048.png,92
data/plate/dessert_plate_s_000001.png,61
data/willow_tree/golden_willow_s_000030.png,96
data/bee/honeybee_s_000449.png,6
data/baby/baby_s_000100.png,2
data/sea/adriatic_s_000380.png,71
data/plain/field_s_002834.png,60
data/girl/little_girl_s_000229.png,35
data/chimpanzee/chimpanzee_s_001508.png,21
data/shark/shark_s_000072.png,73
data/tiger/tiger_s_002276.png,88
data/lion/king_of_beasts_s_000343.png,43
data/wolf/timber_wolf_s_000116.png,97
data/whale/whale_s_001251.png,95
data/couch/sofa_s_001027.png,25
data/girl/gamine_s_000386.png,35
data/shrew/sorex_araneus_s_000341.png,74
data/willow_tree/golden_willow_s_000647.png,96
data/ray/eagle_ray_s_000192.png,67
data/squirrel/squirrel_s_000125.png,80
data/forest/forest_s_001921.png,33
data/chimpanzee/chimpanzee_s_001486.png,21
data/pickup_truck/pickup_s_000011.png,58
data/forest/forest_s_000750.png,33
data/cup/goblet_s_001628.png,28
data/lizard/lizard_s_000280.png,44
data/otter/river_otter_s_002413.png,55
data/lobster/american_lobster_s_000517.png,45
data/whale/whale_s_000866.png,95
data/butterfly/butterfly_s_000741.png,14
data/boy/boy_s_001400.png,11
data/elephant/elephant_s_000748.png,31
data/otter/otter_s_000453.png,55
data/apple/apple_s_000145.png,0
data/cockroach/oriental_cockroach_s_000502.png,24
data/rocket/ballistic_missile_s_001679.png,69
data/castle/castle_s_000603.png,17
data/wardrobe/armoire_s_000115.png,94
data/bear/bear_s_002075.png,3
data/maple_tree/silver_maple_s_000770.png,47
data/rabbit/rabbit_s_000269.png,65
data/cattle/cattle_s_000007.png,19
data/dolphin/common_dolphin_s_001393.png,30
data/tiger/tiger_s_002658.png,88
data/snake/coluber_constrictor_s_000583.png,78
data/clock/alarm_clock_s_000793.png,22
data/castle/castle_s_000466.png,17
data/raccoon/raccoon_s_002839.png,66
data/elephant/elephant_s_001507.png,31
data/plate/fishplate_s_000159.png,61
data/butterfly/butterfly_s_001570.png,14
data/spider/spider_s_000187.png,79
data/rabbit/rabbit_s_000977.png,65
data/camel/dromedary_s_000766.png,15
data/rose/rose_s_000379.png,70
data/telephone/telephone_set_s_001225.png,86
data/forest/woods_s_000103.png,33
data/mushroom/mushroom_s_000338.png,51
data/bicycle/safety_bicycle_s_000167.png,8
data/beetle/beetle_s_000821.png,7
data/skunk/skunk_s_000163.png,75
data/mushroom/mushroom_s_001998.png,51
data/fox/red_fox_s_000502.png,34
data/poppy/poppy_s_000312.png,62
data/aquarium_fish/goldfish_s_002748.png,1
data/bed/built_in_bed_s_002212.png,5
data/woman/bachelor_girl_s_000668.png,98
data/maple_tree/sugar_maple_s_000527.png,47
data/tiger/panthera_tigris_s_000886.png,88
data/chair/lounge_chair_s_000300.png,20
data/motorcycle/motorcycle_s_000070.png,48
data/ray/electric_ray_s_000526.png,67
data/streetcar/streetcar_s_000024.png,81
data/keyboard/computer_keyboard_s_001458.png,39
data/forest/forest_s_000974.png,33
data/bridge/footbridge_s_000431.png,12
data/pickup_truck/pickup_s_001500.png,58
data/bottle/soda_bottle_s_000803.png,9
data/cup/goblet_s_000476.png,28
data/streetcar/streetcar_s_001936.png,81
data/lobster/lobster_s_001721.png,45
data/motorcycle/motorcycle_s_000925.png,48
data/shrew/shrew_s_002016.png,74
data/baby/baby_s_001844.png,2
data/skyscraper/wtc_s_002239.png,76
data/pine_tree/pinon_pine_s_000896.png,59
data/ray/eagle_ray_s_000083.png,67
data/plain/field_s_000724.png,60
data/baby/infant_s_001077.png,2
data/bus/bus_s_000001.png,13
data/television/tv_s_002040.png,87
data/otter/river_otter_s_002259.png,55
data/couch/sofa_s_000045.png,25
data/otter/otter_s_001439.png,55
data/sunflower/sunflower_s_002363.png,82
data/crocodile/nile_crocodile_s_000345.png,27
data/motorcycle/motorcycle_s_001536.png,48
data/man/adam_s_002771.png,46
data/pickup_truck/pickup_truck_s_001828.png,58
data/rabbit/rabbit_s_000180.png,65
data/tractor/bulldozer_s_001751.png,89
data/cup/goblet_s_001280.png,28
data/seal/fur_seal_s_000649.png,72
data/bowl/bowl_s_002731.png,10
data/baby/infant_s_000585.png,2
data/boy/male_child_s_001123.png,11
data/mouse/harvest_mouse_s_000434.png,50
data/beetle/beetle_s_002072.png,7
data/hamster/golden_hamster_s_000420.png,36
data/pear/bartlett_pear_s_000301.png,57
data/orange/valencia_orange_s_000260.png,53
data/chimpanzee/chimp_s_002631.png,21
data/dolphin/common_dolphin_s_000398.png,30
data/mouse/mus_musculus_s_001225.png,50
data/bed/bed_s_001025.png,5
data/willow_tree/golden_willow_s_000132.png,96
data/telephone/desk_phone_s_000035.png,86
data/orchid/orchid_s_001923.png,54
data/pine_tree/pine_s_002082.png,59
data/pear/bartlett_s_001223.png,57
data/train/railroad_train_s_001232.png,90
data/couch/couch_s_001669.png,25
data/man/man_s_000448.png,46
data/cup/goblet_s_000276.png,28
data/flatfish/plaice_s_001555.png,32
data/couch/sofa_s_001034.png,25
data/willow_tree/willow_tree_s_001899.png,96
data/aquarium_fish/carassius_auratus_s_000019.png,1
data/cloud/cloud_s_000060.png,23
data/tiger/tiger_s_002294.png,88
data/woman/bachelor_girl_s_000527.png,98
data/lobster/american_lobster_s_001187.png,45
data/table/breakfast_table_s_000449.png,84
data/girl/female_child_s_001116.png,35
data/bowl/bowl_s_002652.png,10
data/worm/roundworm_s_001399.png,99
data/mushroom/verpa_s_000592.png,51
data/table/table_s_000451.png,84
data/plate/plate_iron_s_000180.png,61
data/bus/minibus_s_000026.png,13
data/beetle/tiger_beetle_s_000262.png,7
data/clock/clock_s_000809.png,22
data/otter/river_otter_s_002459.png,55
data/keyboard/keyboard_s_000138.png,39
data/mountain/alp_s_001571.png,49
data/kangaroo/kangaroo_s_002672.png,38
data/snail/snail_s_001150.png,77
data/crocodile/african_crocodile_s_000801.png,27
data/caterpillar/caterpillar_s_000927.png,18
data/possum/possum_s_001436.png,64
data/mouse/harvest_mouse_s_000400.png,50
data/bridge/lift_bridge_s_000107.png,12
data/sea/adriatic_s_000104.png,71
data/skyscraper/skyscraper_s_001259.png,76
data/beetle/tiger_beetle_s_000358.png,7
data/chair/wing_chair_s_000068.png,20
data/whale/whale_s_000876.png,95
data/pear/bartlett_pear_s_000323.png,57
data/crocodile/nile_crocodile_s_000171.png,27
data/apple/macoun_s_000908.png,0
data/shrew/masked_shrew_s_000300.png,74
data/snake/snake_s_000073.png,78
data/orange/navel_orange_s_000076.png,53
data/caterpillar/caterpillar_s_001570.png,18
data/dinosaur/ankylosaurus_s_001016.png,29
data/castle/castle_s_001264.png,17
data/orange/citrus_aurantium_s_000361.png,53
data/lizard/lizard_s_002318.png,44
data/rabbit/rabbit_ears_s_000635.png,65
data/pine_tree/pine_tree_s_001804.png,59
data/possum/opossum_s_001519.png,64
data/kangaroo/macropus_giganteus_s_000294.png,38
data/bee/bee_s_001148.png,6
data/tractor/tractor_s_000092.png,89
data/oak_tree/roble_s_000327.png,52
data/keyboard/computer_keyboard_s_002296.png,39
data/orchid/orchid_s_001207.png,54
data/fox/red_fox_s_000893.png,34
data/telephone/telephone_set_s_000057.png,86
data/chimpanzee/chimp_s_001536.png,21
data/bridge/lift_bridge_s_000992.png,12
data/bridge/lift_bridge_s_000997.png,12
data/rocket/ballistic_missile_s_000863.png,69
data/tulip/tulip_s_000912.png,92
data/bed/bed_s_000501.png,5
data/seal/fur_seal_s_000128.png,72
data/cockroach/oriental_roach_s_000277.png,24
data/worm/roundworm_s_000547.png,99
data/sunflower/sunflower_s_002452.png,82
data/snake/colubrid_s_000719.png,78
data/skyscraper/wtc_s_000822.png,76
data/porcupine/hedgehog_s_000157.png,63
data/bottle/vacuum_bottle_s_000346.png,9
data/squirrel/squirrel_s_000794.png,80
data/turtle/turtle_s_000634.png,93
data/bicycle/safety_bicycle_s_000359.png,8
data/apple/red_delicious_s_001702.png,0
data/rabbit/rabbit_s_000951.png,65
data/plate/fishplate_s_000723.png,61
data/cloud/cirrocumulus_s_000149.png,23
data/possum/possum_s_002018.png,64
data/castle/castle_s_001504.png,17
data/lawn_mower/mower_s_000907.png,41
data/lawn_mower/lawn_mower_s_001074.png,41
data/beaver/manual-beaver031.png,4
data/rocket/space_probe_s_000323.png,69
data/can/coffee_can_s_000951.png,16
data/rabbit/rabbit_s_001490.png,65
data/baby/baby_s_000443.png,2
data/boy/boy_s_001705.png,11
data/cockroach/cockroach_s_001343.png,24
data/forest/forest_s_000741.png,33
data/table/table_s_002789.png,84
data/pear/bosc_s_000189.png,57
data/squirrel/eastern_grey_squirrel_s_000035.png,80
data/aquarium_fish/cichlid_fish_s_000408.png,1
data/baby/infant_s_000852.png,2
data/tiger/tiger_s_000133.png,88
data/bee/carpenter_bee_s_000122.png,6
data/oak_tree/valley_white_oak_s_000229.png,52
data/tractor/dozer_s_000284.png,89
data/crocodile/african_crocodile_s_000923.png,27
data/sunflower/sunflower_s_002386.png,82
data/castle/balmoral_castle_s_000626.png,17
data/couch/sofa_s_000122.png,25
data/poppy/poppy_s_001286.png,62
data/tulip/tulipa_clusiana_s_000141.png,92
data/dinosaur/edmontonia_s_000079.png,29
data/skyscraper/skyscraper_s_001269.png,76
data/otter/river_otter_s_002482.png,55
data/squirrel/squirrel_s_000548.png,80
data/plain/field_s_001185.png,60
data/bee/africanized_honey_bee_s_000132.png,6
data/house/house_s_000599.png,37
data/forest/wood_s_001235.png,33
data/plain/nullarbor_plain_s_001357.png,60
data/kangaroo/kangaroo_s_000032.png,38
data/cup/goblet_s_001191.png,28
data/cup/goblet_s_001725.png,28
data/telephone/telephone_set_s_000242.png,86
data/keyboard/computer_keyboard_s_000661.png,39
data/streetcar/tram_s_000173.png,81
data/lawn_mower/mower_s_000381.png,41
data/lizard/gecko_s_002177.png,44
data/table/table_s_000038.png,84
data/camel/camel_s_000523.png,15
data/aquarium_fish/cichlid_fish_s_000751.png,1
data/orchid/orchid_s_000651.png,54
data/forest/woods_s_000195.png,33
data/bed/bunk_s_000288.png,5
data/rocket/intercontinental_ballistic_missile_s_000526.png,69
data/tulip/tulip_s_001775.png,92
data/telephone/telephone_set_s_000001.png,86
data/crab/crab_s_000022.png,26
data/shrew/water_shrew_s_000250.png,74
data/sea/adriatic_s_001973.png,71
data/worm/tapeworm_s_000874.png,99
data/keyboard/computer_keyboard_s_000401.png,39
data/chimpanzee/chimp_s_000395.png,21
data/plate/dessert_plate_s_000033.png,61
data/elephant/elephant_s_001006.png,31
data/keyboard/keyboard_s_001475.png,39
data/chimpanzee/chimpanzee_s_000498.png,21
data/butterfly/butterfly_s_000777.png,14
data/couch/couch_s_000646.png,25
data/mouse/mus_musculus_s_000265.png,50
data/sea/adriatic_s_001026.png,71
data/clock/alarm_clock_s_000910.png,22
data/can/tin_can_s_001106.png,16
data/tractor/bulldozer_s_000948.png,89
data/cloud/cloud_s_001980.png,23
data/dinosaur/pachycephalosaurus_s_000002.png,29
data/caterpillar/caterpillar_s_002184.png,18
data/tiger/panthera_tigris_s_000144.png,88
data/mountain/mount_s_002462.png,49
data/lizard/lizard_s_000276.png,44
data/orange/valencia_orange_s_000131.png,53
data/wardrobe/wardrobe_s_002250.png,94
data/motorcycle/motorcycle_s_002316.png,48
data/pear/bartlett_pear_s_000084.png,57
data/lamp/lamp_s_001912.png,40
data/cattle/cattle_s_000759.png,19
data/cloud/cloud_s_000528.png,23
data/hamster/hamster_s_001897.png,36
data/telephone/telephone_s_001464.png,86
data/poppy/poppy_s_001943.png,62
data/boy/male_child_s_001094.png,11
data/camel/camel_s_000648.png,15
data/worm/nematode_s_000706.png,99
data/oak_tree/quercus_rubra_s_000034.png,52
data/kangaroo/kangaroo_s_001437.png,38
data/palm_tree/palm_tree_s_000668.png,56
data/train/train_s_000334.png,90
data/telephone/phone_s_002534.png,86
data/shrew/shrew_s_001837.png,74
data/maple_tree/acer_saccharinum_s_000281.png,47
data/cattle/cattle_s_001776.png,19
data/poppy/poppy_s_001596.png,62
data/turtle/sea_turtle_s_000199.png,93
data/chimpanzee/chimp_s_000746.png,21
data/squirrel/squirrel_s_000797.png,80
data/bridge/lift_bridge_s_001485.png,12
data/bear/bear_s_001935.png,3
data/castle/palace_s_000458.png,17
data/kangaroo/macropus_giganteus_s_000038.png,38
data/snake/hognose_snake_s_000004.png,78
data/tiger/tiger_s_000951.png,88
data/cockroach/oriental_cockroach_s_001271.png,24
data/rocket/step_rocket_s_000347.png,69
data/rose/rose_s_000348.png,70
data/dinosaur/dinosaur_s_000054.png,29
data/mountain/alp_s_001843.png,49
data/rocket/intercontinental_ballistic_missile_s_000319.png,69
data/pickup_truck/pickup_s_000700.png,58
data/bottle/beer_bottle_s_001165.png,9
data/worm/worm_s_002157.png,99
data/beetle/tiger_beetle_s_000090.png,7
data/wardrobe/wardrobe_s_001255.png,94
data/crocodile/nile_crocodile_s_000396.png,27
data/television/television_s_001646.png,87
data/television/television_s_000316.png,87
data/bridge/drawbridge_s_002334.png,12
data/mushroom/morchella_esculenta_s_001119.png,51
data/leopard/panthera_pardus_s_001029.png,42
data/plate/dessert_plate_s_000384.png,61
data/pine_tree/pine_tree_s_000586.png,59
data/rose/rose_s_001945.png,70
data/bed/built_in_bed_s_001413.png,5
data/dolphin/delphinus_delphis_s_000840.png,30
data/bus/minibus_s_000553.png,13
data/maple_tree/acer_saccharinum_s_001432.png,47
data/boy/male_child_s_000141.png,11
data/worm/nematode_s_000294.png,99
data/bottle/bottle_s_002062.png,9
data/bicycle/ordinary_bicycle_s_000112.png,8
data/fox/red_fox_s_001611.png,34
data/tractor/tractor_s_000058.png,89
data/poppy/poppy_s_000098.png,62
data/forest/forest_s_001193.png,33
data/bus/bus_s_000980.png,13
data/table/breakfast_table_s_000811.png,84
data/bottle/soda_bottle_s_000020.png,9
data/mountain/mount_s_001416.png,49
data/forest/woods_s_000267.png,33
data/ray/electric_ray_s_000959.png,67
data/pine_tree/pine_tree_s_000370.png,59
data/bed/bed_s_001330.png,5
data/plate/saucer_s_000983.png,61
data/lion/panthera_leo_s_000597.png,43
data/turtle/marine_turtle_s_001611.png,93
data/skunk/mephitis_mephitis_s_000006.png,75
data/leopard/leopard_s_000904.png,42
data/clock/clock_s_001445.png,22
data/otter/otter_s_000852.png,55
data/wardrobe/wardrobe_s_001866.png,94
data/bed/bed_s_001532.png,5
data/trout/rainbow_trout_s_001197.png,91
data/worm/taenia_s_000032.png,99
data/possum/opossum_s_000717.png,64
data/plain/serengeti_s_001477.png,60
data/hamster/hamster_s_000296.png,36
data/crab/dungeness_crab_s_001590.png,26
data/squirrel/tree_squirrel_s_000494.png,80
data/sunflower/sunflower_s_001609.png,82
data/bear/bear_cub_s_000593.png,3
data/lion/lion_s_000161.png,43
data/mushroom/mushroom_s_000540.png,51
data/pine_tree/pine_tree_s_000326.png,59
data/mushroom/mushroom_s_001835.png,51
data/skyscraper/skyscraper_s_001622.png,76
data/cloud/mist_s_000224.png,23
data/willow_tree/willow_tree_s_000756.png,96
data/caterpillar/caterpillar_s_000721.png,18
data/tractor/bulldozer_s_002003.png,89
data/raccoon/racoon_s_000073.png,66
data/mountain/mount_s_001941.png,49
data/bee/honeybee_s_001956.png,6
data/wolf/timber_wolf_s_000003.png,97
data/table/breakfast_table_s_000924.png,84
data/bear/bear_s_001781.png,3
data/snake/snake_s_001464.png,78
data/elephant/elephant_s_000663.png,31
data/rose/rose_s_001127.png,70
data/woman/black_woman_s_001997.png,98
data/bridge/footbridge_s_000773.png,12
data/whale/blue_whale_s_000038.png,95
data/sweet_pepper/bell_pepper_s_000867.png,83
data/oak_tree/oak_tree_s_000654.png,52
data/man/man_s_001156.png,46
data/lamp/lamp_s_002183.png,40
data/flatfish/yellowtail_flounder_s_000473.png,32
data/house/house_s_000532.png,37
data/pear/bartlett_pear_s_000082.png,57
data/pine_tree/pine_s_001507.png,59
data/porcupine/porcupine_s_001051.png,63
data/lizard/lizard_s_000265.png,44
data/seal/seal_s_000918.png,72
data/beaver/castor_canadensis_s_001448.png,4
data/seal/fur_seal_s_000334.png,72
data/can/oilcan_s_000663.png,16
data/forest/forest_s_000622.png,33
data/pear/bartlett_s_000090.png,57
data/rabbit/rabbit_s_001568.png,65
data/ray/electric_ray_s_000829.png,67
data/lion/panthera_leo_s_001235.png,43
data/girl/little_girl_s_000360.png,35
data/woman/black_woman_s_002269.png,98
data/shark/mako_s_000135.png,73
data/couch/couch_s_001747.png,25
data/road/access_road_s_001754.png,68
data/cloud/ice_fog_s_000426.png,23
data/television/tv_s_002472.png,87
data/crab/dungeness_crab_s_000411.png,26
data/boy/ball_boy_s_000026.png,11
data/tank/army_tank_s_001099.png,85
data/tiger/panthera_tigris_s_000470.png,88
data/rose/mountain_rose_s_000070.png,70
data/rocket/test_rocket_s_000006.png,69
data/bottle/beer_bottle_s_001028.png,9
data/chair/armchair_s_000639.png,20
data/rocket/intercontinental_ballistic_missile_s_000567.png,69
data/telephone/telephone_set_s_000008.png,86
data/kangaroo/macropus_giganteus_s_000009.png,38
data/hamster/syrian_hamster_s_000835.png,36
data/girl/female_child_s_000436.png,35
data/lobster/american_lobster_s_000979.png,45
data/woman/black_woman_s_000267.png,98
data/television/tv_s_000722.png,87
data/trout/sea_trout_s_000283.png,91
data/bear/bear_s_000582.png,3
data/beetle/tiger_beetle_s_000654.png,7
data/apple/red_delicious_s_000741.png,0
data/ray/eagle_ray_s_000179.png,67
data/crab/stone_crab_s_001728.png,26
data/cockroach/oriental_cockroach_s_000482.png,24
data/cattle/bos_taurus_s_000272.png,19
data/telephone/desk_phone_s_000700.png,86
data/camel/arabian_camel_s_000008.png,15
data/couch/sofa_s_000243.png,25
data/table/breakfast_table_s_001301.png,84
data/raccoon/raccoon_s_002702.png,66
data/bus/bus_s_000187.png,13
data/dolphin/common_dolphin_s_001352.png,30
data/mushroom/morel_s_000329.png,51
data/ray/electric_ray_s_000616.png,67
data/lamp/discharge_lamp_s_001205.png,40
data/turtle/marine_turtle_s_000605.png,93
data/orange/navel_orange_s_001505.png,53
data/cockroach/cockroach_s_000713.png,24
data/bus/bus_s_001492.png,13
data/raccoon/raccoon_s_002835.png,66
data/girl/young_girl_s_002353.png,35
data/bottle/beer_bottle_s_001900.png,9
data/tractor/bulldozer_s_000957.png,89
data/lion/king_of_beasts_s_001630.png,43
data/bus/minibus_s_000774.png,13
data/girl/valley_girl_s_000127.png,35
data/chair/chair_s_002537.png,20
data/shrew/water_shrew_s_000021.png,74
data/boy/male_child_s_000449.png,11
data/mountain/mountain_s_000236.png,49
data/possum/possum_s_001778.png,64
data/orchid/orchid_s_001379.png,54
data/crocodile/crocodile_s_002030.png,27
data/bee/africanized_bee_s_000585.png,6
data/raccoon/raccoon_s_002317.png,66
data/television/television_s_002569.png,87
data/sweet_pepper/sweet_pepper_s_000143.png,83
data/shark/shortfin_mako_s_000613.png,73
data/oak_tree/southern_live_oak_s_000004.png,52
data/hamster/hamster_s_000952.png,36
data/possum/possum_s_001032.png,64
data/forest/forest_s_001869.png,33
data/bee/bee_s_000224.png,6
data/spider/spider_s_002174.png,79
data/camel/arabian_camel_s_000055.png,15
data/sweet_pepper/bell_pepper_s_000723.png,83
data/lion/panthera_leo_s_000431.png,43
data/keyboard/keyboard_s_001526.png,39
data/shrew/shrew_s_000028.png,74
data/streetcar/streetcar_s_000552.png,81
data/porcupine/porcupine_s_000446.png,63
data/bridge/drawbridge_s_001632.png,12
data/motorcycle/motorcycle_s_001711.png,48
data/tiger/panthera_tigris_s_000148.png,88
data/couch/couch_s_000933.png,25
data/bowl/bowl_s_000283.png,10
data/train/car_train_s_001787.png,90
data/sea/adriatic_s_001616.png,71
data/tank/tank_s_000400.png,85
data/baby/infant_s_000382.png,2
data/clock/clock_s_001174.png,22
data/bed/bed_s_001769.png,5
data/poppy/poppy_s_000361.png,62
data/ray/butterfly_ray_s_000862.png,67
data/rabbit/lapin_s_002458.png,65
data/caterpillar/caterpillar_s_001041.png,18
data/poppy/poppy_s_001488.png,62
data/mouse/field_mouse_s_000001.png,50
data/cloud/cloud_s_000492.png,23
data/orange/sour_orange_s_001168.png,53
data/motorcycle/motorcycle_s_000732.png,48
data/maple_tree/silver_maple_s_000003.png,47
data/tulip/tulip_s_001088.png,92
data/skyscraper/twin_towers_s_002037.png,76
data/keyboard/computer_keyboard_s_001546.png,39
data/possum/possum_s_000231.png,64
data/tiger/panthera_tigris_s_000208.png,88
data/butterfly/mourning_cloak_s_000792.png,14
data/plain/serengeti_s_000901.png,60
data/aquarium_fish/goldfish_s_002471.png,1
data/mountain/alp_s_002717.png,49
data/kangaroo/kangaroo_s_002529.png,38
data/bee/bee_s_001002.png,6
data/girl/sweater_girl_s_001876.png,35
data/leopard/leopard_s_000857.png,42
data/lizard/gecko_s_001007.png,44
data/snail/brown_snail_s_000413.png,77
data/castle/palace_s_001375.png,17
data/rocket/step_rocket_s_000945.png,69
data/snail/helix_pomatia_s_000784.png,77
data/dinosaur/pachycephalosaurus_s_000322.png,29
data/cattle/cattle_s_001514.png,19
data/raccoon/raccoon_s_001745.png,66
data/rabbit/lapin_s_000150.png,65
data/wolf/gray_wolf_s_000052.png,97
data/aquarium_fish/cichlid_s_001329.png,1
data/apple/macoun_s_000479.png,0
